newID,new extracter,original ID,year,all_authors,first_auth,title,doi,journal,lifestage_ne,ne_order,ne_family,ne_genus,ne_species,functional_group_ne,crop_family,crop_genus,crop_species,crop_species_VARIETY (not cultivar),crop_location_country,crop_location_state,annual_perennial,HIPV_name,HIPV_class,HIPV biopathway,deployment_method_simplified,deployment_matter,trap_type_simplified,Integrated_Approach,conventional or not,Response Variable,control_mean,control_se,control_sd,control_reps,HIPV_mean,HIPV_se,HIPV_sd,HIPV_reps,ExperimentalID
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,All,Thysanoptera,Phlaeothripidae,Leptothrips,mali,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,8.1,2.1,3.637306696,3,5,1.5,2.598076211,3,G
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,All,Thysanoptera,Phlaeothripidae,Leptothrips,mali,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,8.1,2.1,3.637306696,3,7.5,2.6,4.5033321,3,G
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,All,Thysanoptera,Phlaeothripidae,Leptothrips,mali,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,"(E)-4,8-dimethyl-1,3,7-nonatriene",Monoterpenoid,MEP pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,8.1,2.1,3.637306696,3,4.7,1,1.732050808,3,G
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,Adult,Hymenoptera,Mymaridae,Anagrus,unknown,Parasitoid,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,3.1,1.5,2.598076211,3,2,1.3,2.25166605,3,H
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,Adult,Hymenoptera,Mymaridae,Anagrus,unknown,Parasitoid,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,3.1,1.5,2.598076211,3,5.2,2.9,5.022947342,3,H
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,Adult,Hymenoptera,Mymaridae,Anagrus,unknown,Parasitoid,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,"(E)-4,8-dimethyl-1,3,7-nonatriene",Monoterpenoid,MEP pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,3.1,1.5,2.598076211,3,2.8,1.3,2.25166605,3,H
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Miridae,unknown,unknown,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,4.2,1.4,2.424871131,3,6,1.7,2.944486373,3,I
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Miridae,unknown,unknown,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,4.2,1.4,2.424871131,3,5.2,1.4,2.424871131,3,I
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,All,Hemiptera,Miridae,unknown,unknown,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,"(E)-4,8-dimethyl-1,3,7-nonatriene",Monoterpenoid,MEP pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,4.1,1.4,2.424871131,3,6,1.9,3.290896534,3,I
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,All,Coleoptera,Coccinellidae,unknown,unknown,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,1,0.2,0.346410162,3,1.1,0.2,0.346410162,3,J
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,All,Coleoptera,Coccinellidae,unknown,unknown,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,1,0.2,0.346410162,3,0.7,0.2,0.346410162,3,J
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,All,Coleoptera,Coccinellidae,unknown,unknown,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,"(E)-4,8-dimethyl-1,3,7-nonatriene",Monoterpenoid,MEP pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,1,0.2,0.346410162,3,0.5,0.1,0.173205081,3,J
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,8.2,0.9,1.558845727,3,8.6,1.6,2.771281292,3,K
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,8.2,0.9,1.558845727,3,9,0.8,1.385640646,3,K
1,Yahel,1,2003,"James, DG","James, DG",Synthetic herbivore-induced plant volatiles as field attractants for beneficial insects,10.1603/0046-225X-32.5.977,ENVIRONMENTAL ENTOMOLOGY,Adult,Hymenoptera,unknown,unknown,unknown,Parasitoid,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,"(E)-4,8-dimethyl-1,3,7-nonatriene",Monoterpenoid,MEP pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,8.2,0.9,1.558845727,3,9.7,0.8,1.385640646,3,K
2,Yahel,2,2003,"James, DG","James, DG","Field evaluation of herbivore-induced plant volatiles as attractants for beneficial insects: Methyl salicylate and the green lacewing, Chrysopa nigricornis",10.1023/A:1024270713493,JOURNAL OF CHEMICAL ECOLOGY,Adult,Neuroptera,Chrysopidae,Chrysopa,nigricornis,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Funnel trap,No,No,Abundance,0.03,0.03,0.051961524,3,1.9,0.5,0.866025404,3,A
2,Yahel,2,2003,"James, DG","James, DG","Field evaluation of herbivore-induced plant volatiles as attractants for beneficial insects: Methyl salicylate and the green lacewing, Chrysopa nigricornis",10.1023/A:1024270713493,JOURNAL OF CHEMICAL ECOLOGY,Adult,Neuroptera,Chrysopidae,Chrysopa,nigricornis,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,Methyl eugenol,Benzenoid,Shikimate pathway,Liquid,Liquid,Funnel trap,No,No,Abundance,0.03,0.03,0.051961524,3,0.2,0.2,0.346410162,3,A
2,Yahel,2,2003,"James, DG","James, DG","Field evaluation of herbivore-induced plant volatiles as attractants for beneficial insects: Methyl salicylate and the green lacewing, Chrysopa nigricornis",10.1023/A:1024270713493,JOURNAL OF CHEMICAL ECOLOGY,Adult,Neuroptera,Chrysopidae,Chrysopa,nigricornis,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,0.45,0.15,0.259807621,3,2.8,0.4,0.692820323,3,B
2,Yahel,2,2003,"James, DG","James, DG","Field evaluation of herbivore-induced plant volatiles as attractants for beneficial insects: Methyl salicylate and the green lacewing, Chrysopa nigricornis",10.1023/A:1024270713493,JOURNAL OF CHEMICAL ECOLOGY,Adult,Neuroptera,Chrysopidae,Chrysopa,nigricornis,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,(Z)-3-hexenyl acetate,GLV,Lox pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,0.45,0.15,0.259807621,3,0.44,0.15,0.259807621,3,B
2,Yahel,2,2003,"James, DG","James, DG","Field evaluation of herbivore-induced plant volatiles as attractants for beneficial insects: Methyl salicylate and the green lacewing, Chrysopa nigricornis",10.1023/A:1024270713493,JOURNAL OF CHEMICAL ECOLOGY,Adult,Neuroptera,Chrysopidae,Chrysopa,nigricornis,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,Ocimene,Monoterpenoid,MEP pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,0.45,0.15,0.259807621,3,0.3,0.1,0.173205081,3,B
2,Yahel,2,2003,"James, DG","James, DG","Field evaluation of herbivore-induced plant volatiles as attractants for beneficial insects: Methyl salicylate and the green lacewing, Chrysopa nigricornis",10.1023/A:1024270713493,JOURNAL OF CHEMICAL ECOLOGY,Adult,Neuroptera,Chrysopidae,Chrysopa,nigricornis,Predator,Cannabaceae,Humulus,lupulus,NA,USA,Washington,Perennial,"(E)-4,8-dimethyl-1,3,7-nonatriene",Monoterpenoid,MEP pathway,Liquid,Liquid,Sticky trap,No,No,Abundance,0.45,0.15,0.259807621,3,0.3,0.1,0.173205081,3,B
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Adult,Neuroptera,Chrysopidae,Chrysopa,nigricornis,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.17,0.04,0.069282032,3,0.38,0.08,0.138564065,3,A
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Adult,Neuroptera,Hemerobiidae,Hemerobius,unknown,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.16,0.009,0.015588457,3,0.23,0.06,0.103923048,3,B
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,All,Coleoptera,Coccinellidae,Stethorus,punctum picipes,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.11,0.02,0.034641016,3,0.34,0.1,0.173205081,3,C
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,All,Coleoptera,Coccinellidae,Stethorus,punctum picipes,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.11,0.03,0.051961524,3,0.43,0.08,0.138564065,3,D
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,All,Coleoptera,Coccinellidae,Stethorus,punctum picipes,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.1,0.03,0.051961524,3,0.22,0.13,0.225166605,3,E
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,All,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.21,0.03,0.051961524,3,0.45,0.07,0.121243557,3,F
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,All,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.18,0.04,0.069282032,3,0.66,0.11,0.190525589,3,G
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,All,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.25,0.06,0.103923048,3,0.16,0.05,0.08660254,3,H
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,All,Hemiptera,Geocoridae,Geocoris,pallens,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.09,0.02,0.034641016,3,0.13,0.03,0.051961524,3,I
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,All,Hemiptera,Geocoridae,Geocoris,pallens,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.02,0.02,0.034641016,3,0.12,0.01,0.017320508,3,J
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,All,Hemiptera,Geocoridae,Geocoris,pallens,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.22,0.05,0.08660254,3,0.17,0.05,0.08660254,3,K
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,All,Hemiptera,Miridae,Deraeocoris,brevis,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.07,0.04,0.069282032,3,0.19,0.06,0.103923048,3,L
3,Yahel,3,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Adult,Diptera,Syrphidae,unknown,unknown,Predator,Vitaceae,Vitis,labrusca,Concord,USA,Washington,Perennial,Methyl salicylate,Benzenoid,Shikimate pathway,Sachet,Liquid,Sticky trap,No,No,Abundance,0.24,0.05,0.08660254,3,0.46,0.08,0.138564065,3,M
